key,text
card.res_water_05.left,Stand with her
card.res_water_05.left_outcome,"A tenth night. The town sees the Keeper and the chaplain together. It helps them, if not the pound."
card.res_water_05.right,Nine is enough
card.res_water_05.right_outcome,"""Then we shall tend what remains."" She keeps the tenth alone."
card.res_water_06.text,Three things. A coal barge is aground on the sill. The bargee wants us to drag her off with the hands. And Quenn says dragging will take the sill's facing stones with her.
card.res_water_06.left,Drag her off
card.res_water_06.left_outcome,She comes off. So do three facing stones. Quenn does not speak to you for a day.
card.res_water_06.right,Unload her where she lies
card.res_water_06.right_outcome,A day of coal by hand. The sill lives. The bargee curses everyone.
card.res_water_07.text,"Low water shows the gate's underside for the first time in years. She's rotten to a hand's depth. I can sister the timbers while she's exposed, if you close for three days. You'll never get another look."
card.res_water_07.left,Three days
card.res_water_07.left_outcome,The gate is sistered. It will outlast the pound.
card.res_water_07.right,We cannot spare three days
card.res_water_07.right_outcome,"""No. Nobody ever can. That's how they rot."""
card.res_water_08.text,It was this low the month before he went. He stood at the gauge every night. I asked him what he was looking at. He said 'the tenth mark'. I didn't know what he meant. I do now.
card.res_water_08.left,Show me the tenth mark
card.res_water_08.left_outcome,"Below the sill line, painted over. She scrapes it clean with a knife."
card.res_water_08.right,Don't stand at the gauge
card.res_water_08.right_outcome,"""I know. I know. I'm asking you not to either."""
card.res_water_09.text,"Cracked mud along the Reach where there was water a month ago. In the mud, exposed for the first time in eighty years: cut stone. A channel. Straight as a rule, running north into the bank."
card.res_water_09.left,Follow the channel
card.res_water_09.left_outcome,"It runs to the sluice house and under it. You are not the first to follow it; there are old bootprints, dried in."
card.res_water_09.right,Cover it before the Company sees
card.res_water_09.right_outcome,"You cover it. You do not know why. Bram, watching, nods once."
card.res_water_10.text,"Another three marks and the chamber won't float a loaded barge. I can pump from the Reach end by hand, every hand we have, for maybe a week. It buys time. Nothing else."
card.res_water_10.left,Pump
card.res_water_10.left_outcome,"A week of pumping. The pound falls anyway, slower."
card.res_water_10.right,Save the hands for the gates
card.res_water_10.right_outcome,"""Right. Sorry. Right."""
card.res_water_11.text,"When the pound was this low in the Dry Year our grandmothers saw the channel and knew it. They said nothing, because they were afraid. We are less afraid. We ask the gate if it has seen the channel."
card.res_water_11.left,I have seen it
card.res_water_11.left_outcome,"""Then you know where the water goes in. Now you must decide what to do about knowing."""
card.res_water_11.right,I have seen mud
card.res_water_11.right_outcome,"""Mud. Yes. Our grandmothers said mud too."""
card.res_water_12.text,"The moot voted. The town wants the gate closed until the pound comes back, and the Company can whistle. I voted against, for what it's worth. It's worth less than it was."
card.res_water_12.left,Close the gate for the town
card.res_water_12.left_outcome,Closed. Pell is apoplectic. The town brings you soup.
card.res_water_12.right,The gate stays open
card.res_water_12.right_outcome,"""Right. I'll tell them. They'll remember I told them."""
card.res_water_13.text,"The undercroft is dry, Keeper. For the first time since I came. There are things in the far corner I have never reached. I am not sure I should be the one."
card.res_water_13.left,Go down with her
card.res_water_13.left_outcome,"A chest. Letters, water-stained but legible. An engineer's hand."
card.res_water_13.right,Leave the corner
card.res_water_13.right_outcome,"""Yes. Perhaps some things are meant to stay under water."""
card.res_water_14.text,Three things. Vane's offering the hands double to pass her coal at this level. Crane says any passage at this level breaks the Compact's safety clause. And the hands would like the double.
card.res_water_14.left,Pass the coal
card.res_water_14.left_outcome,Coal through. Hands paid. Crane files. The sill takes another stone.
card.res_water_14.right,Safety clause holds
card.res_water_14.right_outcome,"""Right. I'll tell the hands. They'll want to know who Crane is."""
card.res_water_15.text,"Pell wants a false floor in the chamber to raise the boats. It'd work for a week. Then it'd float, with a boat on it. I'll build it if you sign. I'd rather you didn't."
card.res_water_15.left,Sign for it
card.res_water_15.left_outcome,It works for a week. Then it floats. Nobody is aboard. Just.
card.res_water_15.right,Don't build it
card.res_water_15.right_outcome,"""Good."" Pell finds something else to be magnificent about."
card.res_water_16.text,Water over the towpath. The horses are up to their hocks and refuse the tow. Boats are drifting in the pound with nobody to pull them. The chapel undercroft has a foot in it.
card.res_water_16.left,Run every paddle down the flight
card.res_water_16.left_outcome,The pound falls. Lock 8 floods instead. Tobin sends word: 'about time'.
card.res_water_16.right,Sandbag the town first
card.res_water_16.right_outcome,The town works all night. The pound does not fall. It waits.
card.res_water_17.text,"The east embankment's seeping. Not leaking, seeping. It does that above the seventh mark. I've never seen it above the eighth. Sorry. I'm telling you what I'd want to be told."
card.res_water_17.left,Shore the embankment
card.res_water_17.left_outcome,"Stone, timber, every hand. The seep slows."
card.res_water_17.right,Drop the pound instead
card.res_water_17.right_outcome,"""Yes. That's the other way. The flight won't like it."""
card.res_water_18.text,High water. The Reach floats high and easy and our children swim where the mud was. We are the only ones glad. We know it. We ask the gate to remember that when it is asked to drain us.
card.res_water_18.left,Drain slowly
card.res_water_18.left_outcome,The pound comes down over a week. The Reach settles gently.
card.res_water_18.right,The town comes first
card.res_water_18.right_outcome,"""It always has. We remember that too."""
card.res_water_19.text,Two feet in my cellar. Every barrel afloat. The moot wants the paddles run and the moot wants to know why they weren't run yesterday. So do I. I'm the moot.
card.res_water_19.left,Run them now; apologize
card.res_water_19.left_outcome,The paddles run. The cellar drains. She does not accept the apology; she notes it.
card.res_water_19.right,The flight was full
card.res_water_19.right_outcome,"""The flight. Your Company's flight. My cellar."""
card.res_water_20.text,The undercroft is under water to the third step. There are things down there the water should not have. I have never asked a Keeper for anything. I am asking for the paddles.
card.res_water_20.left,"The paddles, now"
card.res_water_20.left_outcome,The undercroft drains over two days. She goes down alone with a lamp.
card.res_water_20.right,Ask what things
card.res_water_20.right_outcome,"""The founding papers. Letters. Nothing that concerns the gate."" Everything concerns the gate."
card.res_water_21.text,Water's over the top gate's sill when she's shut. That means she's not shut. That means anything in the chamber's going down the flight whether we like it or not.
card.res_water_21.left,Clear the chamber; nothing passes
card.res_water_21.left_outcome,No boats. The chamber is a waterfall for a day.
card.res_water_21.right,Pass boats on the flood
card.res_water_21.right_outcome,Boats go down fast. Very fast. One bargee will not do it again.
card.res_water_22.text,The Reach's stage is under and my yard's under and there's a Company barge come loose that's going to take my slipway with it unless somebody gets a line on her. Somebody with a boat. I've got a boat.
card.res_water_22.left,Go with him
card.res_water_22.left_outcome,Two hours in a rowing boat in a flood. The barge is saved. So is the slipway.
card.res_water_22.right,Let the barge go
card.res_water_22.right_outcome,It takes the slipway. Tamm rebuilds. He does not ask you for help.
card.res_water_23.text,"He hated high water more than low. Low, you can see what's wrong. High, it's all underneath. He'd walk the embankment at night with a lamp. I've been doing it. I found a place that's soft."
card.res_water_23.left,Show me
card.res_water_23.left_outcome,"The east bank, below the chapel. Your boot sinks to the ankle."
